customer_id,customer_name,segment,first_order_date,last_order_date,number_of_orders,total_sales_lifetime,average_order_value,customer_age_days,first_order_year,last_order_year,ltv_category,order_frequency_category
JK-15370,Jay Kimmel,Consumer,2016-04-11,2019-11-16,8,5382.23,149.51,1314,2016.0,2019.0,Высокий,Периодический
CC-12100,Chad Cunningham,Consumer,2016-12-16,2018-09-29,6,5381.86,138.0,652,2016.0,2018.0,Высокий,Периодический
JE-15475,Jeremy Ellison,Consumer,2017-03-16,2019-06-20,6,5376.35,149.34,826,2017.0,2019.0,Высокий,Периодический
RF-19735,Roland Fjeld,Consumer,2016-08-06,2019-10-02,7,5365.73,162.6,1152,2016.0,2019.0,Высокий,Периодический
CB-12415,Christy Brittain,Consumer,2017-11-05,2019-12-04,8,5352.13,198.23,759,2017.0,2019.0,Высокий,Периодический
CC-12610,Corey Catlett,Consumer,2016-08-27,2019-11-26,7,5315.63,196.88,1186,2016.0,2019.0,Высокий,Периодический
BF-11020,Barry Franz�sisch,Consumer,2016-02-15,2019-10-17,8,5312.75,104.17,1340,2016.0,2019.0,Высокий,Периодический
PC-18745,Pamela Coakley,Consumer,2016-12-31,2019-12-28,4,5308.81,408.37,1092,2016.0,2019.0,Высокий,Редкий
JP-16135,Julie Prescott,Consumer,2016-09-23,2019-09-19,9,5265.54,128.43,1091,2016.0,2019.0,Высокий,Периодический
DP-13105,Dave Poirier,Consumer,2017-08-22,2019-12-24,8,5263.48,142.26,854,2017.0,2019.0,Высокий,Периодический
PS-18760,Pamela Stobb,Consumer,2016-06-15,2019-09-14,6,5200.23,104.0,1186,2016.0,2019.0,Высокий,Периодический
EN-13780,Edward Nazzal,Consumer,2017-05-30,2019-03-18,4,5183.08,215.96,657,2017.0,2019.0,Высокий,Редкий
JF-15190,Jamie Frazer,Consumer,2016-11-15,2019-10-26,7,5179.62,112.6,1075,2016.0,2019.0,Высокий,Периодический
NF-18595,Nicole Fjeld,Consumer,2016-04-19,2019-09-07,7,5174.72,139.86,1236,2016.0,2019.0,Высокий,Периодический
AF-10870,Art Ferguson,Consumer,2017-12-06,2019-11-19,7,5166.68,126.02,713,2017.0,2019.0,Высокий,Периодический
DB-13615,Doug Bickford,Consumer,2016-09-30,2019-11-27,7,5164.69,191.28,1153,2016.0,2019.0,Высокий,Периодический
CC-12145,Charles Crestani,Consumer,2016-07-20,2019-09-15,7,5140.12,197.7,1152,2016.0,2019.0,Высокий,Периодический
PF-19225,Phillip Flathmann,Consumer,2018-06-26,2019-09-07,5,5124.42,256.22,438,2018.0,2019.0,Высокий,Периодический
LH-17155,Logan Haushalter,Consumer,2016-12-12,2018-12-10,9,5111.99,91.29,728,2016.0,2018.0,Высокий,Периодический
HF-14995,Herbert Flentye,Consumer,2016-05-26,2019-12-09,7,5104.29,110.96,1292,2016.0,2019.0,Высокий,Периодический
MC-17605,Matt Connell,Consumer,2016-03-19,2019-09-09,8,5100.19,118.61,1269,2016.0,2019.0,Высокий,Периодический
BE-11455,Brad Eason,Consumer,2017-08-02,2019-04-20,6,5089.39,133.93,626,2017.0,2019.0,Высокий,Периодический
FH-14350,Fred Harton,Consumer,2017-08-23,2019-06-01,4,5043.79,136.32,647,2017.0,2019.0,Высокий,Редкий
TS-21160,Theresa Swint,Consumer,2016-04-23,2018-08-13,6,5042.76,114.61,842,2016.0,2018.0,Высокий,Периодический
JM-16195,Justin MacKendrick,Consumer,2016-04-30,2019-11-03,10,5038.62,109.54,1282,2016.0,2019.0,Высокий,Регулярный
MO-17800,Meg O'Connel,Consumer,2017-09-17,2019-09-17,8,5033.88,143.83,730,2017.0,2019.0,Высокий,Периодический
CA-12055,Cathy Armstrong,Consumer,2017-09-05,2018-11-24,5,4998.42,172.36,445,2017.0,2018.0,Средний,Периодический
MH-17785,Maya Herman,Consumer,2016-05-27,2019-09-23,7,4991.58,184.87,1214,2016.0,2019.0,Средний,Периодический
AR-10405,Allen Rosenblatt,Consumer,2016-10-03,2019-08-27,5,4973.41,276.3,1058,2016.0,2019.0,Средний,Периодический
EB-13975,Erica Bern,Consumer,2018-01-04,2019-12-30,4,4967.11,261.43,725,2018.0,2019.0,Средний,Редкий
NB-18655,Nona Balk,Consumer,2016-12-05,2019-12-11,9,4961.61,112.76,1101,2016.0,2019.0,Средний,Периодический
AH-10120,Adrian Hane,Consumer,2016-07-18,2019-10-31,7,4932.18,107.22,1200,2016.0,2019.0,Средний,Периодический
JF-15415,Jennifer Ferguson,Consumer,2016-06-17,2019-12-28,6,4921.25,169.7,1289,2016.0,2019.0,Средний,Периодический
KC-16255,Karen Carlisle,Consumer,2016-09-08,2018-11-18,6,4903.17,196.13,801,2016.0,2018.0,Средний,Периодический
DB-13405,Denny Blanton,Consumer,2017-08-08,2019-06-26,4,4892.26,135.9,687,2017.0,2019.0,Средний,Редкий
BF-11215,Benjamin Farhat,Consumer,2016-11-09,2019-10-26,4,4878.53,187.64,1081,2016.0,2019.0,Средний,Редкий
JC-15775,John Castell,Consumer,2016-09-14,2019-07-25,9,4856.67,134.91,1044,2016.0,2019.0,Средний,Периодический
DS-13030,Darrin Sayre,Consumer,2016-07-09,2019-09-28,4,4832.23,92.93,1176,2016.0,2019.0,Средний,Редкий
ML-17755,Max Ludwig,Consumer,2018-08-04,2019-12-01,7,4807.01,137.34,484,2018.0,2019.0,Средний,Периодический
VT-21700,Valerie Takahito,Consumer,2016-06-06,2017-04-05,2,4759.23,190.37,303,2016.0,2017.0,Средний,Редкий
PR-18880,Patrick Ryan,Consumer,2016-09-05,2019-11-24,5,4745.49,163.64,1175,2016.0,2019.0,Средний,Периодический
DB-12910,Daniel Byrd,Consumer,2016-10-24,2019-12-09,8,4725.66,152.44,1141,2016.0,2019.0,Средний,Периодический
SP-20650,Stephanie Phelps,Consumer,2016-04-16,2018-12-09,9,4721.47,127.61,967,2016.0,2018.0,Средний,Периодический
HA-14905,Helen Abelman,Consumer,2016-06-30,2019-10-22,7,4717.33,196.56,1209,2016.0,2019.0,Средний,Периодический
TP-21565,Tracy Poddar,Consumer,2017-03-01,2019-01-14,4,4712.04,196.34,684,2017.0,2019.0,Средний,Редкий
MF-18250,Monica Federle,Consumer,2016-09-15,2019-12-23,5,4676.29,146.13,1194,2016.0,2019.0,Средний,Периодический
JW-15955,Joni Wasserman,Consumer,2017-08-16,2019-12-25,7,4638.06,136.41,861,2017.0,2019.0,Средний,Периодический
PS-18970,Paul Stevenson,Consumer,2016-04-15,2019-10-22,8,4596.01,112.1,1285,2016.0,2019.0,Средний,Периодический
PG-18895,Paul Gonzalez,Consumer,2016-05-11,2019-11-03,9,4580.75,106.53,1271,2016.0,2019.0,Средний,Периодический
CH-12070,Cathy Hwang,Consumer,2017-06-25,2018-02-08,3,4580.6,416.42,228,2017.0,2018.0,Средний,Редкий
CD-11920,Carlos Daly,Consumer,2016-03-24,2019-11-20,5,4548.45,216.59,1336,2016.0,2019.0,Средний,Периодический
GD-14590,Giulietta Dortch,Consumer,2016-05-05,2019-12-25,4,4544.38,302.96,1329,2016.0,2019.0,Средний,Редкий
VB-21745,Victoria Brennan,Consumer,2017-07-17,2019-11-06,6,4527.34,181.09,842,2017.0,2019.0,Средний,Периодический
MC-18130,Mike Caudle,Consumer,2016-09-19,2018-12-26,5,4520.24,173.86,828,2016.0,2018.0,Средний,Периодический
AH-10195,Alan Haines,Consumer,2017-03-05,2019-11-05,4,4508.3,196.01,975,2017.0,2019.0,Средний,Редкий
NM-18520,Neoma Murray,Consumer,2017-09-08,2019-04-30,10,4497.75,112.44,599,2017.0,2019.0,Средний,Регулярный
DJ-13420,Denny Joy,Consumer,2016-12-08,2018-04-02,4,4497.42,374.78,480,2016.0,2018.0,Средний,Редкий
SV-20935,Susan Vittorini,Consumer,2018-03-19,2019-12-28,8,4497.14,149.9,649,2018.0,2019.0,Средний,Периодический
BP-11230,Benjamin Patterson,Consumer,2016-04-20,2019-11-21,5,4494.56,280.91,1310,2016.0,2019.0,Средний,Периодический
NG-18355,Nat Gilpin,Consumer,2016-11-24,2019-11-12,5,4405.8,102.46,1083,2016.0,2019.0,Средний,Периодический
AH-10030,Aaron Hawkins,Consumer,2016-04-22,2019-12-18,7,4397.29,162.86,1335,2016.0,2019.0,Средний,Периодический
BV-11245,Benjamin Venier,Consumer,2017-03-26,2019-01-30,5,4394.45,115.64,675,2017.0,2019.0,Средний,Периодический
EJ-13720,Ed Jacobs,Consumer,2016-01-27,2019-03-03,4,4393.92,274.62,1131,2016.0,2019.0,Средний,Редкий
JF-15355,Jay Fein,Consumer,2017-10-23,2019-09-16,6,4386.06,106.98,693,2017.0,2019.0,Средний,Периодический
JO-15280,Jas O'Carroll,Consumer,2016-03-31,2019-09-29,6,4357.61,145.25,1277,2016.0,2019.0,Средний,Периодический
PN-18775,Parhena Norris,Consumer,2017-08-07,2019-11-30,8,4338.98,117.27,845,2017.0,2019.0,Средний,Периодический
PK-18910,Paul Knutson,Consumer,2016-04-04,2018-09-03,2,4323.46,480.38,882,2016.0,2018.0,Средний,Редкий
AZ-10750,Annie Zypern,Consumer,2016-03-17,2019-07-23,6,4261.13,125.33,1223,2016.0,2019.0,Средний,Периодический
MS-17710,Maurice Satty,Consumer,2016-03-24,2018-11-12,6,4232.24,117.56,963,2016.0,2018.0,Средний,Периодический
CK-12760,Cyma Kinney,Consumer,2016-02-07,2019-10-09,9,4228.19,117.45,1340,2016.0,2019.0,Средний,Периодический
BD-11620,Brian DeCherney,Consumer,2016-06-30,2019-10-22,6,4224.33,183.67,1209,2016.0,2019.0,Средний,Периодический
JW-16075,Julia West,Consumer,2017-03-21,2018-09-25,4,4223.76,222.3,553,2017.0,2018.0,Средний,Редкий
AA-10480,Andrew Allen,Consumer,2016-05-04,2019-04-15,4,4168.25,138.94,1076,2016.0,2019.0,Средний,Редкий
TD-20995,Tamara Dahlen,Consumer,2016-05-19,2019-11-23,9,4165.66,101.6,1283,2016.0,2019.0,Средний,Периодический
SG-20470,Sheri Gordon,Consumer,2016-07-26,2019-06-30,8,4126.96,125.06,1069,2016.0,2019.0,Средний,Периодический
SW-20275,Scott Williamson,Consumer,2016-03-10,2019-11-30,6,4112.14,274.14,1360,2016.0,2019.0,Средний,Периодический
AJ-10945,Ashley Jarboe,Consumer,2016-03-03,2019-10-06,7,4111.19,186.87,1312,2016.0,2019.0,Средний,Периодический
AS-10285,Alejandro Savely,Consumer,2018-05-21,2019-12-11,6,4091.6,227.31,569,2018.0,2019.0,Средний,Периодический
CM-11815,Candace McMahon,Consumer,2016-11-14,2019-08-21,6,4086.39,177.67,1010,2016.0,2019.0,Средний,Периодический
MV-17485,Mark Van Huff,Consumer,2016-01-20,2019-12-03,9,4084.26,107.48,1413,2016.0,2019.0,Средний,Периодический
EG-13900,Emily Grady,Consumer,2017-11-02,2019-12-08,5,4077.91,203.9,766,2017.0,2019.0,Средний,Периодический
TZ-21580,Tracy Zic,Consumer,2016-11-11,2019-11-25,4,4076.69,169.86,1109,2016.0,2019.0,Средний,Редкий
TB-21250,Tim Brockman,Consumer,2016-12-08,2019-01-15,7,4075.13,88.59,768,2016.0,2019.0,Средний,Периодический
ME-17725,Max Engle,Consumer,2016-07-12,2019-12-02,8,4070.02,135.67,1238,2016.0,2019.0,Средний,Периодический
JL-15175,James Lanier,Consumer,2016-12-31,2019-12-24,5,4046.01,238.0,1088,2016.0,2019.0,Средний,Периодический
JB-15400,Jennifer Braxton,Consumer,2016-09-14,2019-12-23,10,4043.49,103.68,1195,2016.0,2019.0,Средний,Регулярный
KB-16315,Karl Braun,Consumer,2016-08-26,2019-03-09,9,4018.04,73.06,925,2016.0,2019.0,Средний,Периодический
DK-12985,Darren Koutras,Consumer,2016-11-24,2019-12-23,5,4014.44,250.9,1124,2016.0,2019.0,Средний,Периодический
AB-10600,Ann Blume,Consumer,2016-11-18,2019-11-10,4,4010.06,190.96,1087,2016.0,2019.0,Средний,Редкий
BS-11590,Brendan Sweed,Consumer,2016-01-14,2019-11-25,6,4003.44,166.81,1411,2016.0,2019.0,Средний,Периодический
MB-17305,Maria Bertelson,Consumer,2016-08-08,2019-11-12,10,3993.39,83.2,1191,2016.0,2019.0,Средний,Регулярный
BF-11005,Barry Franz,Consumer,2016-09-25,2019-11-21,4,3987.06,137.48,1152,2016.0,2019.0,Средний,Редкий
CA-12310,Christine Abelman,Consumer,2016-07-19,2019-12-17,4,3985.9,147.63,1246,2016.0,2019.0,Средний,Редкий
FG-14260,Frank Gastineau,Consumer,2016-05-21,2019-11-26,7,3977.75,132.59,1284,2016.0,2019.0,Средний,Периодический
LR-17035,Lisa Ryan,Consumer,2016-09-07,2019-08-20,5,3970.97,147.07,1077,2016.0,2019.0,Средний,Периодический
MB-18085,Mick Brown,Consumer,2016-01-05,2019-11-16,7,3968.65,146.99,1411,2016.0,2019.0,Средний,Периодический
GA-14725,Guy Armstrong,Consumer,2016-02-11,2019-12-25,11,3966.68,69.59,1413,2016.0,2019.0,Средний,Регулярный
JM-15265,Janet Molinari,Consumer,2016-08-25,2019-11-23,5,3962.48,132.08,1185,2016.0,2019.0,Средний,Периодический
PJ-19015,Pauline Johnson,Consumer,2016-04-07,2019-08-18,7,3917.77,145.1,1228,2016.0,2019.0,Средний,Периодический
KE-16420,Katrina Edelman,Consumer,2016-04-03,2019-12-04,8,3896.11,102.53,1340,2016.0,2019.0,Средний,Периодический
GH-14485,Gene Hale,Consumer,2017-10-08,2018-12-08,2,3892.81,486.6,426,2017.0,2018.0,Средний,Редкий
MG-17695,Maureen Gnade,Consumer,2016-12-26,2018-06-23,3,3892.37,216.24,544,2016.0,2018.0,Средний,Редкий
JG-15805,John Grady,Consumer,2016-04-05,2019-05-21,6,3890.06,176.82,1141,2016.0,2019.0,Средний,Периодический
JP-15460,Jennifer Patt,Consumer,2016-08-24,2019-11-23,7,3877.42,90.17,1186,2016.0,2019.0,Средний,Периодический
JM-15535,Jessica Myrick,Consumer,2016-09-13,2019-09-19,7,3875.97,149.08,1101,2016.0,2019.0,Средний,Периодический
DL-12865,Dan Lawera,Consumer,2016-06-29,2019-09-21,8,3873.84,110.68,1179,2016.0,2019.0,Средний,Периодический
GR-14560,Georgia Rosenberg,Consumer,2016-11-19,2016-11-21,2,3840.18,274.3,2,2016.0,2016.0,Средний,Редкий
CL-11890,Carl Ludwig,Consumer,2016-07-26,2019-09-15,4,3769.76,188.49,1146,2016.0,2019.0,Средний,Редкий
MH-17620,Matt Hagelstein,Consumer,2017-12-05,2019-07-28,4,3743.42,220.2,600,2017.0,2019.0,Средний,Редкий
PB-19150,Philip Brown,Consumer,2016-07-14,2019-09-24,8,3740.59,143.87,1167,2016.0,2019.0,Средний,Периодический
TT-21220,Thomas Thornton,Consumer,2016-09-23,2019-06-30,8,3738.37,89.01,1010,2016.0,2019.0,Средний,Периодический
SJ-20500,Shirley Jackson,Consumer,2016-08-31,2019-04-21,5,3723.86,206.88,963,2016.0,2019.0,Средний,Периодический
GB-14530,George Bell,Consumer,2016-04-28,2019-10-29,11,3721.5,74.43,1279,2016.0,2019.0,Средний,Регулярный
SJ-20215,Sarah Jordon,Consumer,2017-02-09,2019-12-01,6,3719.18,143.05,1025,2017.0,2019.0,Средний,Периодический
LM-17065,Liz MacKendrick,Consumer,2016-06-27,2018-12-04,5,3718.04,218.71,890,2016.0,2018.0,Средний,Периодический
TB-21595,Troy Blackwell,Consumer,2016-02-18,2019-03-20,5,3674.08,229.63,1126,2016.0,2019.0,Средний,Периодический
NP-18685,Nora Pelletier,Consumer,2016-03-07,2018-11-19,6,3651.53,192.19,987,2016.0,2018.0,Средний,Периодический
EH-14005,Erica Hernandez,Consumer,2016-05-13,2019-12-28,7,3642.33,104.07,1324,2016.0,2019.0,Средний,Периодический
NL-18310,Nancy Lomonaco,Consumer,2016-10-31,2019-11-02,4,3638.9,129.96,1097,2016.0,2019.0,Средний,Редкий
DO-13645,Doug O'Connell,Consumer,2017-11-07,2019-12-04,7,3637.93,125.45,757,2017.0,2019.0,Средний,Периодический
BP-11155,Becky Pak,Consumer,2017-06-04,2019-10-02,6,3636.3,151.51,850,2017.0,2019.0,Средний,Периодический
CR-12820,Cyra Reiten,Consumer,2017-01-24,2019-10-06,3,3630.96,165.04,985,2017.0,2019.0,Средний,Редкий
RA-19945,Ryan Akin,Consumer,2016-08-29,2019-10-30,5,3625.49,181.27,1157,2016.0,2019.0,Средний,Периодический
MM-17260,Magdelene Morse,Consumer,2016-05-28,2019-07-15,4,3607.43,240.5,1143,2016.0,2019.0,Средний,Редкий
CC-12475,Cindy Chapman,Consumer,2016-05-16,2019-11-21,9,3595.14,119.84,1284,2016.0,2019.0,Средний,Периодический
MT-18070,Michelle Tran,Consumer,2016-09-25,2019-06-10,4,3594.42,119.81,988,2016.0,2019.0,Средний,Редкий
BN-11515,Bradley Nguyen,Consumer,2016-03-17,2019-12-21,5,3558.79,91.25,1374,2016.0,2019.0,Средний,Периодический
BW-11200,Ben Wallace,Consumer,2016-08-12,2019-06-10,6,3548.6,147.86,1032,2016.0,2019.0,Средний,Периодический
SP-20545,Sibella Parks,Consumer,2016-10-13,2019-02-06,6,3531.43,130.79,846,2016.0,2019.0,Средний,Периодический
MD-17860,Michael Dominguez,Consumer,2016-12-02,2019-11-24,5,3517.06,146.54,1087,2016.0,2019.0,Средний,Периодический
SH-20635,Stefanie Holloman,Consumer,2016-12-16,2017-11-26,2,3500.31,1166.77,345,2016.0,2017.0,Средний,Редкий
AT-10435,Alyssa Tate,Consumer,2016-11-24,2019-12-09,6,3498.14,139.93,1110,2016.0,2019.0,Средний,Периодический
CM-12160,Charles McCrossin,Consumer,2018-10-21,2019-12-04,6,3493.0,218.31,409,2018.0,2019.0,Средний,Периодический
LC-17050,Liz Carlisle,Consumer,2016-01-31,2019-11-06,5,3476.49,182.97,1375,2016.0,2019.0,Средний,Периодический
CM-12115,Chad McGuire,Consumer,2017-03-29,2019-12-22,4,3476.43,217.28,998,2017.0,2019.0,Средний,Редкий
JR-15670,Jim Radford,Consumer,2017-12-24,2018-05-16,2,3441.89,491.7,143,2017.0,2018.0,Средний,Редкий
CD-12280,Christina DeMoss,Consumer,2019-11-05,2019-11-18,2,3435.98,95.44,13,2019.0,2019.0,Средний,Редкий
RF-19840,Roy Franz�sisch,Consumer,2016-11-12,2019-12-24,8,3428.23,137.13,1137,2016.0,2019.0,Средний,Периодический
DB-13360,Dennis Bolton,Consumer,2016-11-19,2019-04-10,5,3414.51,179.71,872,2016.0,2019.0,Средний,Периодический
LW-17125,Liz Willingham,Consumer,2016-09-11,2019-06-08,3,3402.83,283.57,1000,2016.0,2019.0,Средний,Редкий
DL-13315,Delfina Latchford,Consumer,2016-01-16,2019-12-08,8,3397.95,72.3,1422,2016.0,2019.0,Средний,Периодический
PJ-18835,Patrick Jones,Consumer,2016-05-28,2019-11-21,8,3373.68,112.46,1272,2016.0,2019.0,Средний,Периодический
JC-16105,Julie Creighton,Consumer,2016-11-18,2019-11-03,5,3360.34,124.46,1080,2016.0,2019.0,Средний,Периодический
RD-19720,Roger Demir,Consumer,2016-07-20,2019-12-09,10,3347.61,72.77,1237,2016.0,2019.0,Средний,Регулярный
SS-20140,Saphhira Shifley,Consumer,2016-11-23,2019-12-15,8,3345.11,60.82,1117,2016.0,2019.0,Средний,Периодический
JS-15685,Jim Sink,Consumer,2018-06-14,2019-11-18,4,3304.4,113.94,522,2018.0,2019.0,Средний,Редкий
TH-21235,Tiffany House,Consumer,2016-11-04,2019-09-04,8,3281.76,82.04,1034,2016.0,2019.0,Средний,Периодический
CW-11905,Carl Weiss,Consumer,2016-06-09,2019-12-08,6,3259.08,116.4,1277,2016.0,2019.0,Средний,Периодический
MG-17875,Michael Grace,Consumer,2016-02-23,2019-09-05,5,3258.62,191.68,1290,2016.0,2019.0,Средний,Периодический
VS-21820,Vivek Sundaresam,Consumer,2016-01-07,2019-05-23,4,3258.52,130.34,1232,2016.0,2019.0,Средний,Редкий
ON-18715,Odella Nelson,Consumer,2016-09-13,2018-11-15,9,3255.08,93.0,793,2016.0,2018.0,Средний,Периодический
RK-19300,Ralph Kennedy,Consumer,2017-07-20,2019-09-02,3,3252.06,141.39,774,2017.0,2019.0,Средний,Редкий
TB-21055,Ted Butterfield,Consumer,2018-06-17,2019-09-02,5,3237.77,77.09,442,2018.0,2019.0,Средний,Периодический
DK-13150,David Kendrick,Consumer,2016-12-05,2019-12-20,2,3233.2,179.62,1110,2016.0,2019.0,Средний,Редкий
BM-11785,Bryan Mills,Consumer,2016-06-06,2019-05-26,10,3231.16,97.91,1084,2016.0,2019.0,Средний,Регулярный
JO-15550,Jesus Ocampo,Consumer,2017-03-19,2019-05-29,5,3229.08,104.16,801,2017.0,2019.0,Средний,Периодический
CR-12730,Craig Reiter,Consumer,2016-08-20,2019-10-13,4,3224.22,248.02,1149,2016.0,2019.0,Средний,Редкий
ME-18010,Michelle Ellison,Consumer,2016-07-21,2019-09-29,4,3219.95,214.66,1165,2016.0,2019.0,Средний,Редкий
EB-14170,Evan Bailliet,Consumer,2016-09-29,2019-10-09,6,3201.83,177.88,1105,2016.0,2019.0,Средний,Периодический
BD-11725,Bruce Degenhardt,Consumer,2017-07-03,2019-09-28,6,3194.21,138.88,817,2017.0,2019.0,Средний,Периодический
JS-15595,Jill Stevenson,Consumer,2016-03-03,2019-09-02,4,3182.82,159.14,1278,2016.0,2019.0,Средний,Редкий
MC-17575,Matt Collins,Consumer,2016-12-02,2019-12-03,8,3177.02,122.19,1096,2016.0,2019.0,Средний,Периодический
PO-19195,Phillina Ober,Consumer,2016-01-04,2019-10-05,5,3170.57,105.69,1370,2016.0,2019.0,Средний,Периодический
TC-21475,Tony Chapman,Consumer,2016-11-22,2019-07-30,9,3161.73,105.39,980,2016.0,2019.0,Средний,Периодический
PC-19000,Pauline Chand,Consumer,2016-04-08,2017-08-01,2,3134.67,391.83,480,2016.0,2017.0,Средний,Редкий
HR-14770,Hallie Redmond,Consumer,2016-03-01,2019-12-17,5,3124.6,89.27,1386,2016.0,2019.0,Средний,Периодический
RM-19375,Raymond Messe,Consumer,2016-05-11,2019-01-19,6,3106.29,119.47,983,2016.0,2019.0,Средний,Периодический
DM-12955,Dario Medina,Consumer,2016-09-30,2019-09-07,7,3096.21,119.09,1072,2016.0,2019.0,Средний,Периодический
DB-13660,Duane Benoit,Consumer,2016-06-17,2019-12-18,7,3093.37,134.49,1279,2016.0,2019.0,Средний,Периодический
RD-19810,Ross DeVincentis,Consumer,2016-10-27,2019-12-16,8,3078.45,69.96,1145,2016.0,2019.0,Средний,Периодический
CM-12190,Charlotte Melton,Consumer,2017-09-18,2019-12-22,6,3059.33,191.21,825,2017.0,2019.0,Средний,Периодический
PM-18940,Paul MacIntyre,Consumer,2016-05-04,2018-12-09,3,3056.91,305.69,949,2016.0,2018.0,Средний,Редкий
DW-13585,Dorothy Wardle,Consumer,2016-08-24,2019-05-02,7,3048.38,112.9,981,2016.0,2019.0,Средний,Периодический
DM-13525,Don Miller,Consumer,2016-07-05,2018-09-05,3,3025.51,126.06,792,2016.0,2018.0,Средний,Редкий
KA-16525,Kelly Andreada,Consumer,2016-03-11,2019-11-24,7,3009.45,125.39,1353,2016.0,2019.0,Средний,Периодический
SB-20170,Sarah Bern,Consumer,2016-06-06,2019-06-12,3,3006.33,200.42,1101,2016.0,2019.0,Средний,Редкий
LE-16810,Laurel Elliston,Consumer,2016-05-27,2019-12-09,6,2999.85,142.85,1291,2016.0,2019.0,Средний,Периодический
RB-19330,Randy Bradley,Consumer,2016-11-17,2019-10-23,2,2999.69,187.48,1070,2016.0,2019.0,Средний,Редкий
DW-13195,David Wiener,Consumer,2016-01-18,2019-10-22,6,2968.62,129.07,1373,2016.0,2019.0,Средний,Периодический
ZD-21925,Zuschuss Donatelli,Consumer,2016-08-27,2019-06-11,5,2949.7,134.08,1018,2016.0,2019.0,Средний,Периодический
SC-20680,Steve Carroll,Consumer,2016-11-21,2019-08-26,6,2941.98,127.91,1008,2016.0,2019.0,Средний,Периодический
SS-20875,Sung Shariari,Consumer,2016-12-14,2019-09-01,5,2934.83,65.22,991,2016.0,2019.0,Средний,Периодический
DO-13435,Denny Ordway,Consumer,2016-10-03,2019-08-19,9,2931.66,104.7,1050,2016.0,2019.0,Средний,Периодический
AR-10345,Alex Russell,Consumer,2016-12-30,2019-09-10,4,2915.12,208.22,984,2016.0,2019.0,Средний,Редкий
Co-12640,Corey-Lock,Consumer,2016-06-20,2018-06-29,5,2896.51,131.66,739,2016.0,2018.0,Средний,Периодический
SM-20905,Susan MacKendrick,Consumer,2018-05-03,2018-05-03,1,2886.32,180.4,0,2018.0,2018.0,Средний,Редкий
MV-18190,Mike Vittorini,Consumer,2016-01-30,2019-12-11,7,2880.04,120.0,1411,2016.0,2019.0,Средний,Периодический
MZ-17335,Maria Zettner,Consumer,2017-11-08,2019-11-30,4,2851.07,150.06,752,2017.0,2019.0,Средний,Редкий
SW-20245,Scot Wooten,Consumer,2016-07-20,2019-10-10,7,2838.15,109.16,1177,2016.0,2019.0,Средний,Периодический
SV-20815,Stuart Van,Consumer,2017-05-04,2019-10-15,4,2835.92,177.24,894,2017.0,2019.0,Средний,Редкий
JB-15925,Joni Blumstein,Consumer,2016-12-05,2017-12-24,3,2830.39,134.78,384,2016.0,2017.0,Средний,Редкий
DF-13135,David Flashing,Consumer,2016-10-04,2018-01-30,3,2826.83,217.45,483,2016.0,2018.0,Средний,Редкий
EB-13930,Eric Barreto,Consumer,2016-02-02,2019-07-22,5,2815.86,140.79,1266,2016.0,2019.0,Средний,Периодический
CG-12520,Claire Gute,Consumer,2017-10-15,2019-01-26,3,2791.04,232.59,468,2017.0,2019.0,Средний,Редкий
CS-11845,Cari Sayre,Consumer,2016-12-14,2019-09-30,5,2784.95,126.59,1020,2016.0,2019.0,Средний,Периодический
ER-13855,Elpida Rittenbach,Consumer,2017-12-21,2018-11-04,3,2783.18,214.09,318,2017.0,2018.0,Средний,Редкий
DP-13000,Darren Powers,Consumer,2016-01-03,2019-08-26,9,2766.79,65.88,1331,2016.0,2019.0,Средний,Периодический
HG-14845,Harry Greene,Consumer,2016-04-29,2019-11-06,5,2757.42,110.3,1286,2016.0,2019.0,Средний,Периодический
AB-10150,Aimee Bixby,Consumer,2016-03-05,2019-11-19,5,2746.22,88.59,1354,2016.0,2019.0,Средний,Периодический
LS-17200,Luke Schmidt,Consumer,2016-10-18,2019-09-25,6,2744.36,74.17,1072,2016.0,2019.0,Средний,Периодический
BG-11740,Bruce Geld,Consumer,2016-03-23,2019-11-03,6,2739.42,130.45,1320,2016.0,2019.0,Средний,Периодический
CS-12490,Cindy Schnelling,Consumer,2017-01-12,2018-11-01,4,2731.65,118.77,658,2017.0,2018.0,Средний,Редкий
KB-16405,Katrina Bavinger,Consumer,2017-11-20,2019-09-04,3,2720.9,104.65,653,2017.0,2019.0,Средний,Редкий
MS-17980,Michael Stewart,Consumer,2016-06-30,2019-12-04,6,2720.62,82.44,1252,2016.0,2019.0,Средний,Периодический
DC-13285,Debra Catini,Consumer,2016-12-29,2019-12-07,5,2714.8,193.91,1073,2016.0,2019.0,Средний,Периодический
AB-10165,Alan Barnes,Consumer,2016-11-16,2019-12-05,8,2706.95,77.34,1114,2016.0,2019.0,Средний,Периодический
RD-19930,Russell D'Ascenzo,Consumer,2016-10-03,2019-11-18,4,2704.42,104.02,1141,2016.0,2019.0,Средний,Редкий
EK-13795,Eileen Kiefer,Consumer,2016-03-18,2019-11-16,4,2688.74,268.87,1338,2016.0,2019.0,Средний,Редкий
AC-10420,Alyssa Crouse,Consumer,2016-07-12,2019-05-12,3,2685.58,206.58,1034,2016.0,2019.0,Средний,Редкий
